event,gender,competition,year,round_raw,lane,position,athlete,athlete,athlete,athlete,country,country,country,time_or_mark,reaction_time,reaction_time
400m,F,Olympics,2020,table_14,2,8,Lisanne de Witte,,,,Netherlands,,,52.09,0.178,
400m,F,Olympics,2020,table_15,7,,Shaunae Miller-Uibo,,,,Bahamas,,,48.36,0.162,
400m,F,Olympics,2020,table_15,5,,Marileidy Paulino,,,,Dominican Republic,,,49.2,0.176,
400m,F,Olympics,2020,table_15,9,,Allyson Felix,,,,United States,,,49.46,0.158,
400m,F,Olympics,2020,table_15,6,4,Stephenie Ann McPherson,,,,Jamaica,,,49.61,0.131,
400m,F,Olympics,2020,table_15,4,5,Candice McLeod,,,,Jamaica,,,49.87,0.152,
400m,F,Olympics,2020,table_15,8,6,Jodie Williams,,,,Great Britain,,,49.97,0.127,
400m,F,Olympics,2020,table_15,2,7,Quanera Hayes,,,,United States,,,50.88,0.176,
100m,M,World Championships,2009,table_10,6,1,Usain Bolt,,,,Jamaica,,,9.89,,
100m,M,World Championships,2009,table_10,4,2,Daniel Bailey,,,,Antigua and Barbuda,,,9.96,,
100m,M,World Championships,2009,table_10,3,3,Darvis Patton,,,,United States,,,9.98,,
100m,M,World Championships,2009,table_10,8,4,Marc Burns,,,,Trinidad and Tobago,,,10.01,,
100m,M,World Championships,2009,table_10,5,5,Michael Rodgers,,,,United States,,,10.04,,
100m,M,World Championships,2009,table_10,1,6,Martial Mbandjock,,,,France,,,10.18,,
100m,M,World Championships,2009,table_10,2,7,Jaysuma Saidy Ndure,,,,Norway,,,10.2,,
100m,M,World Championships,2009,table_10,7,,Tyrone Edgar,,,,Great Britain & N.I.,,,DSQ,,
100m,M,World Championships,2009,table_11,5,1,Tyson Gay,,,,United States,,,9.93,,
100m,M,World Championships,2009,table_11,4,2,Asafa Powell,,,,Jamaica,,,9.95,,
100m,M,World Championships,2009,table_11,3,3,Richard Thompson,,,,Trinidad and Tobago,,,9.98,,
100m,M,World Championships,2009,table_11,6,4,Dwain Chambers,,,,Great Britain & N.I.,,,10.04,,
100m,M,World Championships,2009,table_11,7,5,Michael Frater,,,,Jamaica,,,10.14,,
100m,M,World Championships,2009,table_11,2,6,Monzavous Edwards,,,,United States,,,10.14,,
100m,M,World Championships,2009,table_11,1,7,Gerald Phiri,,,,Zambia,,,10.19,,
100m,M,World Championships,2009,table_11,8,8,Naoki Tsukahara,,,,Japan,,,10.25,,
100m,M,World Championships,2009,table_12,4,,Usain Bolt,,,,Jamaica,,,9.58,,
100m,M,World Championships,2009,table_12,5,,Tyson Gay,,,,United States,,,9.71,,
100m,M,World Championships,2009,table_12,6,,Asafa Powell,,,,Jamaica,,,9.84,,
100m,M,World Championships,2009,table_12,3,4,Daniel Bailey,,,,Antigua and Barbuda,,,9.93,,
100m,M,World Championships,2009,table_12,8,5,Richard Thompson,,,,Trinidad and Tobago,,,9.93,,
100m,M,World Championships,2009,table_12,1,6,Dwain Chambers,,,,Great Britain & N.I.,,,10,,
100m,M,World Championships,2009,table_12,2,7,Marc Burns,,,,Trinidad and Tobago,,,10,,
100m,M,World Championships,2009,table_12,7,8,Darvis Patton,,,,United States,,,10.34,,
100m,F,World Championships,2009,table_8,6,1,Shelly-Ann Fraser,,,,Jamaica,,,10.79,,
100m,F,World Championships,2009,table_8,4,2,Kerron Stewart,,,,Jamaica,,,10.84,,
100m,F,World Championships,2009,table_8,5,3,Lauryn Williams,,,,United States,,,11.01,,
100m,F,World Championships,2009,table_8,3,4,Debbie Ferguson-McKenzie,,,,Bahamas,,,11.03,,
100m,F,World Championships,2009,table_8,7,5,Kelly-Ann Baptiste,,,,Trinidad and Tobago,,,11.07,,
100m,F,World Championships,2009,table_8,2,6,Verena Sailer,,,,Germany,,,11.24,,
100m,F,World Championships,2009,table_8,8,7,Tahesia Harrigan,,,,British Virgin Islands,,,11.34,,
100m,F,World Championships,2009,table_8,1,8,Ayanna Hutchinson,,,,Trinidad and Tobago,,,11.58,,
100m,F,World Championships,2009,table_9,4,1,Carmelita Jeter,,,,United States,,,10.83,,
100m,F,World Championships,2009,table_9,3,2,Veronica Campbell-Brown,,,,Jamaica,,,11,,
100m,F,World Championships,2009,table_9,5,3,Chandra Sturrup,,,,Bahamas,,,11.01,,
100m,F,World Championships,2009,table_9,6,4,Aleen Bailey,,,,Jamaica,,,11.16,,
100m,F,World Championships,2009,table_9,8,5,Muna Lee,,,,United States,,,11.18,,
100m,F,World Championships,2009,table_9,1,6,Vida Anim,,,,Ghana,,,11.43,,
100m,F,World Championships,2009,table_9,7,7,Semoy Hackett,,,,Trinidad and Tobago,,,11.45,,
100m,F,World Championships,2009,table_9,2,8,Eleni Artymata,,,,Cyprus,,,11.49,,
100m,F,World Championships,2009,table_10,3,,Shelly-Ann Fraser,,,,Jamaica,,,10.73,,
100m,F,World Championships,2009,table_10,4,,Kerron Stewart,,,,Jamaica,,,10.75,,
100m,F,World Championships,2009,table_10,5,,Carmelita Jeter,,,,United States,,,10.9,,
100m,F,World Championships,2009,table_10,6,4,Veronica Campbell-Brown,,,,Jamaica,,,10.95,,
100m,F,World Championships,2009,table_10,8,5,Lauryn Williams,,,,United States,,,11.01,,
100m,F,World Championships,2009,table_10,2,6,Debbie Ferguson-McKenzie,,,,Bahamas,,,11.05,,
100m,F,World Championships,2009,table_10,7,7,Chandra Sturrup,,,,Bahamas,,,11.05,,
100m,F,World Championships,2009,table_10,1,8,Aleen Bailey,,,,Jamaica,,,11.16,,
200m,M,World Championships,2009,table_10,3,1,Usain Bolt,,,,Jamaica,,,20.08,,
200m,M,World Championships,2009,table_10,5,2,Alonso Edward,,,,Panama,,,20.22,,
200m,M,World Championships,2009,table_10,6,3,Shawn Crawford,,,,United States,,,20.35,,
200m,M,World Championships,2009,table_10,4,4,David Alerte,,,,France,,,20.45,,
200m,M,World Championships,2009,table_10,7,5,Robert Hering,,,,Germany,,,20.52,,
200m,M,World Championships,2009,table_10,2,6,Rondel Sorrillo,,,,Trinidad and Tobago,,,20.63,,
200m,M,World Championships,2009,table_10,8,7,Rolando Palacios,,,,Honduras,,,20.67,,
200m,M,World Championships,2009,table_10,1,8,Brendan Christian,,,,Antigua and Barbuda,,,20.79,,
200m,M,World Championships,2009,table_11,5,1,Wallace Spearmon,,,,United States,,,20.14,,
200m,M,World Championships,2009,table_11,3,2,Steve Mullings,,,,Jamaica,,,20.26,,
200m,M,World Championships,2009,table_11,2,3,Charles Clark,,,,United States,,,20.27,,
200m,M,World Championships,2009,table_11,4,4,Ramil Guliyev,,,,Azerbaijan,,,20.28,,
200m,M,World Championships,2009,table_11,7,5,Martial Mbandjock,,,,France,,,20.43,,
200m,M,World Championships,2009,table_11,8,6,Paul Hession,,,,Ireland,,,20.48,,
200m,M,World Championships,2009,table_11,6,7,Marlon Devonish,,,,Great Britain & N.I.,,,20.62,,
200m,M,World Championships,2009,table_11,1,8,Emmanuel Callander,,,,Trinidad and Tobago,,,20.7,,
200m,M,World Championships,2009,table_12,5,,Usain Bolt,,,,Jamaica,,,19.19,,
200m,M,World Championships,2009,table_12,6,,Alonso Edward,,,,Panama,,,19.81,,
200m,M,World Championships,2009,table_12,4,,Wallace Spearmon,,,,United States,,,19.85,,
200m,M,World Championships,2009,table_12,8,4,Shawn Crawford,,,,United States,,,19.89,,
200m,M,World Championships,2009,table_12,3,5,Steve Mullings,,,,Jamaica,,,19.98,,
200m,M,World Championships,2009,table_12,7,6,Charles Clark,,,,United States,,,20.39,,
200m,M,World Championships,2009,table_12,1,7,Ramil Guliyev,,,,Azerbaijan,,,20.61,,
200m,M,World Championships,2009,table_12,2,8,David Alerte,,,,France,,,20.68,,
100m,M,World Championships,2011,table_11,6,,Yohan Blake,,,,Jamaica,,,9.92,,
100m,M,World Championships,2011,table_11,4,,Walter Dix,,,,United States,,,10.08,,
100m,M,World Championships,2011,table_11,3,,Kim Collins,,,,Saint Kitts and Nevis,,,10.09,,
100m,M,World Championships,2011,table_11,8,4,Christophe Lemaitre,,,,France,,,10.19,,
100m,M,World Championships,2011,table_11,2,5,Daniel Bailey,,,,Antigua and Barbuda,,,10.26,,
100m,M,World Championships,2011,table_11,1,6,Jimmy Vicaut,,,,France,,,10.27,,
100m,M,World Championships,2011,table_11,7,7,Nesta Carter,,,,Jamaica,,,10.95,,
100m,M,World Championships,2011,table_11,5,,Usain Bolt,,,,Jamaica,,,DQ,,
100m,F,World Championships,2011,table_11,4,,Carmelita Jeter,,,,United States,,,10.9,,
100m,F,World Championships,2011,table_11,8,,Veronica Campbell-Brown,,,,Jamaica,,,10.97,,
100m,F,World Championships,2011,table_11,5,,Kelly-Ann Baptiste,,,,Trinidad and Tobago,,,10.98,,
100m,F,World Championships,2011,table_11,3,4,Shelly-Ann Fraser-Pryce,,,,Jamaica,,,10.99,,
100m,F,World Championships,2011,table_11,2,5,Blessing Okagbare,,,,Nigeria,,,11.12,,
100m,F,World Championships,2011,table_11,6,6,Kerron Stewart,,,,Jamaica,,,11.15,,
100m,F,World Championships,2011,table_11,1,7,Ivet Lalova,,,,Bulgaria,,,11.27,,
100m,F,World Championships,2011,table_11,7,8,Marshevet Myers,,,,United States,,,11.33,,
200m,M,World Championships,2011,table_10,3,,Usain Bolt,,,,Jamaica,,,19.4,,
200m,M,World Championships,2011,table_10,4,,Walter Dix,,,,United States,,,19.7,,
200m,M,World Championships,2011,table_10,6,,Christophe Lemaitre,,,,France,,,19.8,,
200m,M,World Championships,2011,table_10,8,4,Jaysuma Saidy Ndure,,,,Norway,,,19.95,,
200m,M,World Championships,2011,table_10,5,5,Nickel Ashmeade,,,,Jamaica,,,20.29,,
200m,M,World Championships,2011,table_10,2,6,Bruno de Barros,,,,Brazil,,,20.31,,
200m,M,World Championships,2011,table_10,1,7,Rondel Sorrillo,,,,Trinidad and Tobago,,,20.34,,
200m,M,World Championships,2011,table_10,7,,Alonso Edward,,,,Panama,,,DNF,,
200m,F,World Championships,2011,table_8,5,,Veronica Campbell-Brown,,,,Jamaica,,,22.22,,
200m,F,World Championships,2011,table_8,4,,Carmelita Jeter,,,,United States,,,22.37,,
200m,F,World Championships,2011,table_8,3,,Allyson Felix,,,,United States,,,22.42,,
200m,F,World Championships,2011,table_8,6,4,Shalonda Solomon,,,,United States,,,22.61,,
200m,F,World Championships,2011,table_8,8,5,Kerron Stewart,,,,Jamaica,,,22.7,,
200m,F,World Championships,2011,table_8,1,6,Debbie Ferguson-McKenzie,,,,Bahamas,,,22.96,,
200m,F,World Championships,2011,table_8,2,7,Hrystyna Stuy,,,,Ukraine,,,23.02,,
200m,F,World Championships,2011,table_8,7,8,Sherone Simpson,,,,Jamaica,,,23.17,,
400m,M,World Championships,2011,table_8,5,,Kirani James,,,,Grenada,,,44.6,,
400m,M,World Championships,2011,table_8,4,,LaShawn Merritt,,,,United States,,,44.63,,
400m,M,World Championships,2011,table_8,6,,Kévin Borlée,,,,Belgium,,,44.9,,
400m,M,World Championships,2011,table_8,3,4,Jermaine Gonzales,,,,Jamaica,,,44.99,,
400m,M,World Championships,2011,table_8,8,5,Jonathan Borlée,,,,Belgium,,,45.07,,
400m,M,World Championships,2011,table_8,2,6,Rondell Bartholomew,,,,Grenada,,,45.45,,
400m,M,World Championships,2011,table_8,7,7,Tabarie Henry,,,,U.S. Virgin Islands,,,45.55,,
400m,M,World Championships,2011,table_8,1,8,Femi Seun Ogunode,,,,Qatar,,,45.55,,
400m,F,World Championships,2011,table_8,4,,Amantle Montsho,,,,Botswana,,,49.56,,
400m,F,World Championships,2011,table_8,3,,Allyson Felix,,,,United States,,,49.59,,
400m,F,World Championships,2011,table_8,5,,Francena McCorory,,,,United States,,,50.45,,
400m,F,World Championships,2011,table_8,2,4,Antonina Krivoshapka,,,,Russia,,,50.66,,
400m,F,World Championships,2011,table_8,7,5,Shericka Williams,,,,Jamaica,,,50.79,,
400m,F,World Championships,2011,table_8,1,6,Sanya Richards-Ross,,,,United States,,,51.32,,
400m,F,World Championships,2011,table_8,8,7,Novlene Williams-Mills,,,,Jamaica,,,52.89,,
400m,F,World Championships,2011,table_8,6,,Anastasiya Kapachinskaya,,,,Russia,,,50.24,,
100m,M,World Championships,2013,table_7,2,1,Barakat Al-Harthi,,,,Oman,,,10.47,,
100m,M,World Championships,2013,table_7,2,2,Aleksandr Brednev,,,,Russia,,,10.49,,
100m,M,World Championships,2013,table_7,5,3,Daniel Bailey,,,,Antigua and Barbuda,,,10.51,,
100m,M,World Championships,2013,table_7,8,4,Innocent Bologo,,,,Burkina Faso,,,10.51,,
100m,M,World Championships,2013,table_7,2,5,Calvin Kang Li Loong,,,,Singapore,,,10.52,,
100m,M,World Championships,2013,table_7,3,6,Ratu Banuve Tabakaucoro,,,,Fiji,,,10.53,,
100m,M,World Championships,2013,table_7,5,7,Idrissa Adam,,,,Cameroon,,,10.56,,
100m,M,World Championships,2013,table_7,6,8,Holder da Silva,,,,Guinea-Bissau,,,10.59,,
100m,M,World Championships,2013,table_7,7,9,Shernyl Burns,,,,Montserrat,,,10.63,,
100m,M,World Championships,2013,table_7,9,10,Ifrish Alberg,,,,Suriname,,,10.7,,
100m,M,World Championships,2013,table_7,4,11,Sapwaturrahman Sapwaturrahman,,,,Indonesia,,,10.75,,
100m,M,World Championships,2013,table_7,3,12,Devilert Arsene Kimbembe,,,,Congo,,,10.77,,
100m,M,World Championships,2013,table_7,6,13,Kieron Rogers,,,,Anguilla,,,10.8,,
100m,M,World Championships,2013,table_7,4,14,Mohammed Abukhousa,,,,Palestine,,,10.87,,
100m,M,World Championships,2013,table_7,5,15,Denielsan Martins,,,,Cape Verde,,,10.92,,
100m,M,World Championships,2013,table_7,6,16,Siueni Filimone,,,,Tonga,,,10.93,,
100m,M,World Championships,2013,table_7,2,17,Riste Pandev,,,,Macedonia,,,10.97,,
100m,M,World Championships,2013,table_7,6,18,Hugues Tshiyinga Mafo,,,,DR Congo,,,11.11,,
100m,M,World Championships,2013,table_7,7,19,Faresa Kapisi,,,,American Samoa,,,11.21,,
100m,M,World Championships,2013,table_7,8,20,Masbah Ahmmed,,,,Bangladesh,,,11.23,,
100m,M,World Championships,2013,table_7,8,21,Mikel de Sa,,,,Andorra,,,11.24,,
100m,M,World Championships,2013,table_7,7,22,Michael Alicto,,,,Guam,,,11.39,,
100m,M,World Championships,2013,table_7,4,23,Daniel Philimon,,,,Vanuatu,,,11.53,,
100m,M,World Championships,2013,table_7,4,24,Okilani Tinilau,,,,Tuvalu,,,11.57,,
100m,M,World Championships,2013,table_7,3,25,Jesus T. Iguel,,,,Northern Mariana Islands,,,11.65,,
100m,M,World Championships,2013,table_7,9,26,Roman William Cress,,,,Marshall Islands,,,11.65,,
100m,M,World Championships,2013,table_7,3,27,Christopher Lima da Costa,,,,São Tomé and Príncipe,,,11.79,,
100m,M,World Championships,2013,table_7,5,28,Gauthier Okawe,,,,Gabon,,,11.83,,
100m,M,World Championships,2013,table_7,7,29,McCaffrey Gilmete,,,,Micronesia,,,11.86,,
100m,M,World Championships,2013,table_7,8,,Masoud Azizi,,,,Afghanistan,,,11.78,,
100m,M,World Championships,2013,table_9,6,1,Nickel Ashmeade,,,,Jamaica,,,9.9,,
100m,M,World Championships,2013,table_9,5,2,Usain Bolt,,,,Jamaica,,,9.92,,
100m,M,World Championships,2013,table_9,4,3,Kemar Bailey-Cole,,,,Jamaica,,,9.93,,
100m,M,World Championships,2013,table_9,4,4,Mike Rodgers,,,,United States,,,9.93,,
100m,M,World Championships,2013,table_9,4,5,Justin Gatlin,,,,United States,,,9.94,,
100m,M,World Championships,2013,table_9,5,6,Nesta Carter,,,,Jamaica,,,9.97,,
100m,M,World Championships,2013,table_9,3,7,James Dasaolu,,,,Great Britain & N.I.,,,9.97,,
100m,M,World Championships,2013,table_9,7,8,Christophe Lemaitre,,,,France,,,10,,
100m,M,World Championships,2013,table_9,5,9,Zhang Peimeng,,,,China,,,10,,
100m,M,World Championships,2013,table_9,7,10,Jimmy Vicaut,,,,France,,,10.01,,
100m,M,World Championships,2013,table_9,7,11,Keston Bledman,,,,Trinidad and Tobago,,,10.08,,
100m,M,World Championships,2013,table_9,9,12,Churandy Martina,,,,Netherlands,,,10.09,,
100m,M,World Championships,2013,table_9,6,13,Aaron Brown,,,,Canada,,,10.15,,
100m,M,World Championships,2013,table_9,9,14,Dwain Chambers,,,,Great Britain & N.I.,,,10.15,,
100m,M,World Championships,2013,table_9,8,15,Jason Rogers,,,,Saint Kitts and Nevis,,,10.15,,
100m,M,World Championships,2013,table_9,3,16,Antoine Adams,,,,Saint Kitts and Nevis,,,10.17,,
100m,M,World Championships,2013,table_9,8,17,Anaso Jobodwana,,,,South Africa,,,10.17,,
100m,M,World Championships,2013,table_9,6,18,Richard Thompson,,,,Trinidad and Tobago,,,10.19,,
100m,M,World Championships,2013,table_9,3,19,Gabriel Mvumvure,,,,Zimbabwe,,,10.21,,
100m,M,World Championships,2013,table_9,2,20,Gavin Smellie,,,,Canada,,,10.3,,
100m,M,World Championships,2013,table_9,8,21,Ramon Gittens,,,,Barbados,,,10.31,,
100m,M,World Championships,2013,table_9,9,22,Harry Aikines-Aryeetey,,,,Great Britain & N.I.,,,10.34,,
100m,M,World Championships,2013,table_9,2,,Su Bingtian,,,,China,,,DQ,,
100m,M,World Championships,2013,table_9,2,,Samuel Francis,,,,Qatar,,,DNS,,
100m,M,World Championships,2013,table_10,6,,Usain Bolt,,,,Jamaica,,,9.77,,
100m,M,World Championships,2013,table_10,5,,Justin Gatlin,,,,United States,,,9.85,,
100m,M,World Championships,2013,table_10,8,,Nesta Carter,,,,Jamaica,,,9.95,,
100m,M,World Championships,2013,table_10,7,4,Kemar Bailey-Cole,,,,Jamaica,,,9.98,,
100m,M,World Championships,2013,table_10,4,5,Nickel Ashmeade,,,,Jamaica,,,9.98,,
100m,M,World Championships,2013,table_10,9,6,Mike Rodgers,,,,United States,,,10.04,,
100m,M,World Championships,2013,table_10,3,7,Christophe Lemaitre,,,,France,,,10.06,,
100m,M,World Championships,2013,table_10,2,8,James Dasaolu,,,,Great Britain & N.I.,,,10.21,,
100m,F,World Championships,2013,table_8,7,1,Shelly-Ann Fraser-Pryce,,,,Jamaica,,,10.87,,
100m,F,World Championships,2013,table_8,6,2,Murielle Ahouré,,,,Ivory Coast,,,10.95,,
100m,F,World Championships,2013,table_8,7,2,Carmelita Jeter,,,,United States,,,10.95,,
100m,F,World Championships,2013,table_8,5,4,Kerron Stewart,,,,Jamaica,,,10.97,,
100m,F,World Championships,2013,table_8,4,5,English Gardner,,,,United States,,,11,,
100m,F,World Championships,2013,table_8,6,6,Alexandria Anderson,,,,United States,,,11.01,,
100m,F,World Championships,2013,table_8,4,7,Blessing Okagbare,,,,Nigeria,,,11.08,,
100m,F,World Championships,2013,table_8,6,7,Octavious Freeman,,,,United States,,,11.08,,
100m,F,World Championships,2013,table_8,4,9,Ivet Lalova,,,,Bulgaria,,,11.1,,
100m,F,World Championships,2013,table_8,7,10,Verena Sailer,,,,Germany,,,11.11,,
100m,F,World Championships,2013,table_8,5,11,Ana Cláudia Lemos,,,,Brazil,,,11.2,,
100m,F,World Championships,2013,table_8,9,12,Schillonie Calvert,,,,Jamaica,,,11.23,,
100m,F,World Championships,2013,table_8,2,13,Myriam Soumaré,,,,France,,,11.26,,
100m,F,World Championships,2013,table_8,2,14,Michelle-Lee Ahye,,,,Trinidad and Tobago,,,11.28,,
100m,F,World Championships,2013,table_8,5,15,Franciela Krasucki,,,,Brazil,,,11.29,,
100m,F,World Championships,2013,table_8,9,16,Sheniqua Ferguson,,,,Bahamas,,,11.3,,
100m,F,World Championships,2013,table_8,8,17,Asha Philip,,,,Great Britain & N.I.,,,11.3,,
100m,F,World Championships,2013,table_8,2,18,Nataliya Pohrebnyak,,,,Ukraine,,,11.31,,
100m,F,World Championships,2013,table_8,8,19,Sheri-Ann Brooks,,,,Jamaica,,,11.35,,
100m,F,World Championships,2013,table_8,9,20,Ezinne Okparaebo,,,,Norway,,,11.36,,
100m,F,World Championships,2013,table_8,3,21,Mariely Sánchez,,,,Dominican Republic,,,11.36,,
100m,F,World Championships,2013,table_8,3,22,Olesya Povh,,,,Ukraine,,,11.38,,
100m,F,World Championships,2013,table_8,8,23,Gloria Asumnu,,,,Nigeria,,,11.39,,
100m,F,World Championships,2013,table_8,3,24,Tatjana Pinto,,,,Germany,,,11.49,,
100m,F,World Championships,2013,table_9,4,,Shelly-Ann Fraser-Pryce,,,,Jamaica,,,10.71,,
100m,F,World Championships,2013,table_9,6,,Murielle Ahouré,,,,Ivory Coast,,,10.93,,
100m,F,World Championships,2013,table_9,5,,Carmelita Jeter,,,,United States,,,10.94,,
100m,F,World Championships,2013,table_9,2,4,English Gardner,,,,United States,,,10.97,,
100m,F,World Championships,2013,table_9,8,5,Kerron Stewart,,,,Jamaica,,,10.97,,
100m,F,World Championships,2013,table_9,7,6,Blessing Okagbare,,,,Nigeria,,,11.04,,
100m,F,World Championships,2013,table_9,3,7,Alexandria Anderson,,,,United States,,,11.1,,
100m,F,World Championships,2013,table_9,9,8,Octavious Freeman,,,,United States,,,11.16,,
200m,M,World Championships,2013,table_7,7,1,Anaso Jobodwana,,,,South Africa,,,20.17,,
200m,M,World Championships,2013,table_7,7,1,Adam Gemili,,,,Great Britain & N.I.,,,20.17,,
200m,M,World Championships,2013,table_7,6,3,Warren Weir,,,,Jamaica,,,20.34,,
200m,M,World Championships,2013,table_7,3,4,Churandy Martina,,,,Netherlands,,,20.37,,
200m,M,World Championships,2013,table_7,2,4,Curtis Mitchell,,,,United States,,,20.37,,
200m,M,World Championships,2013,table_7,7,6,Jaysuma Saidy Ndure,,,,Norway,,,20.44,,
200m,M,World Championships,2013,table_7,8,7,Alonso Edward,,,,Panama,,,20.45,,
200m,M,World Championships,2013,table_7,8,8,Mosito Lehata,,,,Lesotho,,,20.46,,
200m,M,World Championships,2013,table_7,6,9,Álex Quiñónez,,,,Ecuador,,,20.47,,
200m,M,World Championships,2013,table_7,4,9,Bruno Hortelano,,,,Spain,,,20.47,,
200m,M,World Championships,2013,table_7,3,11,Jimmy Vicaut,,,,France,,,20.5,,
200m,M,World Championships,2013,table_7,5,12,Serhiy Smelyk,,,,Ukraine,,,20.52,,
200m,M,World Championships,2013,table_7,5,13,Nickel Ashmeade,,,,Jamaica,,,20.54,,
200m,M,World Championships,2013,table_7,6,14,Lykourgos-Stefanos Tsakonas,,,,Greece,,,20.55,,
200m,M,World Championships,2013,table_7,7,14,James Ellington,,,,Great Britain & N.I.,,,20.55,,
200m,M,World Championships,2013,table_7,7,16,Antoine Adams,,,,Saint Kitts and Nevis,,,20.56,,
200m,M,World Championships,2013,table_7,2,17,Jason Livermore,,,,Jamaica,,,20.59,,
200m,M,World Championships,2013,table_7,4,17,Wallace Spearmon,,,,United States,,,20.59,,
200m,M,World Championships,2013,table_7,6,19,Karol Zalewski,,,,Poland,,,20.6,,
200m,M,World Championships,2013,table_7,7,19,Bruno de Barros,,,,Brazil,,,20.6,,
200m,M,World Championships,2013,table_7,6,21,Usain Bolt,,,,Jamaica,,,20.66,,
200m,M,World Championships,2013,table_7,4,22,Tremaine Harris,,,,Canada,,,20.68,,
200m,M,World Championships,2013,table_7,6,23,Isiah Young,,,,United States,,,20.7,,
200m,M,World Championships,2013,table_7,3,24,Shōta Iizuka,,,,Japan,,,20.71,,
200m,M,World Championships,2013,table_7,4,25,Delano Williams,,,,Great Britain & N.I.,,,20.72,,
200m,M,World Championships,2013,table_7,4,26,Aldemir da Silva Junior,,,,Brazil,,,20.73,,
200m,M,World Championships,2013,table_7,5,27,Xie Zhenye,,,,China,,,20.74,,
200m,M,World Championships,2013,table_7,4,28,Isaac Makwala,,,,Botswana,,,20.84,,
200m,M,World Championships,2013,table_7,7,29,Lalonde Gordon,,,,Trinidad and Tobago,,,20.85,,
200m,M,World Championships,2013,table_7,5,30,Winston George,,,,Guyana,,,20.88,,
200m,M,World Championships,2013,table_7,4,30,Sergio Ruiz,,,,Spain,,,20.88,,
200m,M,World Championships,2013,table_7,8,32,Kyle Greaux,,,,Trinidad and Tobago,,,20.89,,
200m,M,World Championships,2013,table_7,2,33,Kei Takase,,,,Japan,,,20.96,,
200m,M,World Championships,2013,table_7,3,34,Nil de Oliveira,,,,Sweden,,,20.97,,
200m,M,World Championships,2013,table_7,3,34,Yuichi Kobayashi,,,,Japan,,,20.97,,
200m,M,World Championships,2013,table_7,8,36,Rolando Palacios,,,,Honduras,,,21.02,,
200m,M,World Championships,2013,table_7,2,37,Alex Wilson,,,,Switzerland,,,21.11,,
200m,M,World Championships,2013,table_7,3,38,Luguelín Santos,,,,Dominican Republic,,,21.13,,
200m,M,World Championships,2013,table_7,2,38,Enrico Demonte,,,,Italy,,,21.13,,
200m,M,World Championships,2013,table_7,5,40,Ratu Banuve Tabakaucoro,,,,Fiji,,,21.27,,
200m,M,World Championships,2013,table_7,3,41,Hitjivirue Kaanjuka,,,,Namibia,,,21.33,,
200m,M,World Championships,2013,table_7,5,42,Jan Žumer,,,,Slovenia,,,21.35,,
200m,M,World Championships,2013,table_7,1,43,Lestrod Roland,,,,Saint Kitts and Nevis,,,21.37,,
200m,M,World Championships,2013,table_7,1,44,Jamial Rolle,,,,Bahamas,,,21.4,,
200m,M,World Championships,2013,table_7,1,45,Josh Ross,,,,Australia,,,21.45,,
200m,M,World Championships,2013,table_7,1,46,Aleksandr Khyutte,,,,Russia,,,21.46,,
200m,M,World Championships,2013,table_7,2,47,Yendountien Tiebekabe,,,,Togo,,,21.85,,
200m,M,World Championships,2013,table_7,2,48,Liaquat Ali,,,,Pakistan,,,21.9,,
200m,M,World Championships,2013,table_7,1,49,Neddy Marie,,,,Seychelles,,,21.98,,
200m,M,World Championships,2013,table_7,1,49,Courtney Carl Williams,,,,Saint Vincent and the Grenadines,,,21.98,,
200m,M,World Championships,2013,table_7,5,51,Mitchel Davis,,,,Dominica,,,21.99,,
200m,M,World Championships,2013,table_7,8,52,Didier Kiki,,,,Benin,,,22.01,,
200m,M,World Championships,2013,table_7,8,53,Ayman Mohamed Ahmed Said,,,,Egypt,,,22.27,,
200m,M,World Championships,2013,table_7,8,54,Bernardo Baloyes,,,,Colombia,,,22.37,,
200m,M,World Championships,2013,table_7,1,55,Jerai Torres,,,,Gibraltar,,,22.98,,
200m,M,World Championships,2013,table_7,6,,Hua Wilfried Koffi,,,,Ivory Coast,,,DNS,,
200m,M,World Championships,2013,table_8,5,1,Curtis Mitchell,,,,United States,,,19.97,,
200m,M,World Championships,2013,table_8,6,2,Adam Gemili,,,,Great Britain & N.I.,,,19.98,,
200m,M,World Championships,2013,table_8,4,3,Nickel Ashmeade,,,,Jamaica,,,20,,
200m,M,World Championships,2013,table_8,4,4,Usain Bolt,,,,Jamaica,,,20.12,,
200m,M,World Championships,2013,table_8,3,5,Anaso Jobodwana,,,,South Africa,,,20.13,,
200m,M,World Championships,2013,table_8,5,6,Churandy Martina,,,,Netherlands,,,20.13,,
200m,M,World Championships,2013,table_8,3,7,Warren Weir,,,,Jamaica,,,20.2,,
200m,M,World Championships,2013,table_8,4,8,Jaysuma Saidy Ndure,,,,Norway,,,20.33,,
200m,M,World Championships,2013,table_8,8,9,Isiah Young,,,,United States,,,20.36,,
200m,M,World Championships,2013,table_8,7,10,Serhiy Smelyk,,,,Ukraine,,,20.42,,
200m,M,World Championships,2013,table_8,6,11,James Ellington,,,,Great Britain & N.I.,,,20.44,,
200m,M,World Championships,2013,table_8,5,12,Jason Livermore,,,,Jamaica,,,20.46,,
200m,M,World Championships,2013,table_8,7,13,Antoine Adams,,,,Saint Kitts and Nevis,,,20.47,,
200m,M,World Championships,2013,table_8,7,14,Jimmy Vicaut,,,,France,,,20.51,,
